,id,de,ch_sg,ch_be,ch_gr,ch_zh,ch_vs,ch_bs,ch_ag,ch_lu,thema,code_switching
11040,11040,"Vor etwa fünfzehn Jahren wurde ich angefragt, ob ich bei einem solchen Kulturaustausch mitmachen möchte.",,,"Vor öpa fufzehn Johr bin i agfrogt worda, ob i binem söttigna Kulturustuusch mitmacha möcht.",,,,,,kultur,
11041,11041,Eines der wichtigsten Ereignisse während seiner Amtszeit sei für ihn die Fusion mit Littau gewesen.,,,Eis vu da wichtigsta Ereignis während sinara Amtsziit sig für ihn d Fusion mit Littau gsi.,,,,,,kultur,
11042,11042,"Nun kommen also diese vier schwarzen Frauen und nehmen alte Geschichten, verarbeiten sie oder entwickeln neue Geschichten.",,,"Jetzt kömmen also dia vier schwarza Fraua und nehmen alli Gschichta, verarbeiten sie oder entwicklen neui Gschichta.",,,,,,kultur,
11043,11043,Mit dieser unbequemen Wahrheit wurde am Filmfestival Locarno interessierte Branchenvertreter konfrontiert.,,,Mit dera unbequema Wohrheit isch dr interessiarti Branchavertreter am Filmfestival Locarno konfrontiert worda.,,,,,,kultur,
11044,11044,"Sie betonen aber, dass die Proteste immer friedlich und zivilisiert ablaufen sollen.",,,"Sie betonen aber, dass d Protest immer friedlich und zivilisiart ablaufa söllen.",,,,,,kultur,
11045,11045,"Das muss man im Alltag leben, da bringt ein eins.",,,"Das muass ma im Alltag leba, do bring es eins.",,,,,,kultur,
11046,11046,"Die Dynamik zwischen Lisas Mann und Sven ist ebenso spannend wie die zwischen Sven und den Kindern, die ihren Onkel lieben.",,,"Dia Dynamik zwüscha dr Lisa Mann und am Sven isch au so spannend wia dia zwüschet am Sven und da Kinder, wo ihra Onkel liaben.",,,,,,kultur,
11047,11047,"Deshalb sei es wichtig, dass die Schwangeren ihre Ängste auch kommunizieren.",,,"Drum sigs wichtig, dass dia Schwangera ihri Ängst au kommuniziaren,",,,,,,kultur,
11048,11048,"Am Nachmittag, wenn die Küche nicht mehr in Betrieb ist, besuchen die Flüchtlinge bei Ihnen einen Kurs.",,,"Am Nomittag, wenn d Kuchi nüm in Betrieb isch, bsuachen d Flüchtling bi Ihna an Kurs.",,,,,,kultur,
11049,11049,Die Lebensqualität in einer solchen wäre erheblich grösser als in der Autostadt von heute.,,,D Lebensqualität inara söttigna wär erheblich grösser als in dr Autostadt vu hüt.,,,,,,kultur,
11050,11050,"Jetzt liegt es nahe, mit zunehmendem Alter das Training zu intensivieren, um sein Talent auszuschöpfen.",,,"Jetzt ligts noch, mit zuanehmendem Alter ds Training z intensiviara, zum sis Talent uszschöpfa.",,,,,,kultur,
11051,11051,"Er wirkte wie ein Vorortbeizer; unförmig, angegraut und rauchte Kette.",,,"Er het gwirkt wia an Vorortbeizer; unförmig, agraut und het Ketti graucht.",,,,,,kultur,
11052,11052,Als Startschuss könnte man eine Konferenz organisieren.,,,Als Startschuss könnt ma a Konferenz organisiara.,,,,,,kultur,
11053,11053,Jacques Chirac wusste unsere Erfahrungen mit verschieden Kulturen zu würdigen.,,,Dr Jacques Chirac het üssi Erfahriga mit verschiedna Kultura d zwürdiga gwüsst.,,,,,,kultur,
11054,11054,"Es kann passieren, dass Personen verschwinden und dann die jeweilige Regierung des Heimatlandes lange nicht darüber informiert wird.",,,"Es kann passiara, dass Persona verschwinden un denn dia jewilig Regiarig vum Heimatland lang nit drüber informiart werden.",,,,,,kultur,
11055,11055,Mit der grossen Erfahrung und der Sicherheit des Schweizer Finanzplatzes ist das Potenzial für neue Kunden durchaus vorhanden.,,,Mit dr grossa Erfahrig und dr Sicherheit vum Schwizer Finanzplatz isch ds Potenzial für neui Kunda durchus vorhanda.,,,,,,kultur,
11056,11056,"Verstummt, hatte aber viel zu sagen Vor einigen Jahren warJesper Juul erlahmt und verstummt.",,,"Verstummt, het aber viel z sega kah. Vor einiga Johr isch dr Jesper Juul erlahmt und verstummt.",,,,,,kultur,
11057,11057,"Alle sahen ein, dass es keinen Sinn macht, wenn jeder Kanton eine Luftwaffe hat.",,,"Alli hend igseh, dass es kei Sinn macht, wenn jeda Kanton a Luftwafffa het.",,,,,,kultur,
11058,11058,"Ein anderer Walserzug ist die Rheinwaldgruppe, die über das Tessin und das Misox bis nach Vals wanderte.",,,"An andera Walserzug isch d Rhiwaldgruppa, wo über ds Tessin und ds Misox bis noch Vals gwanderet isch.",,,,,,kultur,
11059,11059,zweitausendzwölf gewann er in Winterthur die Schweizermeisterschaft im Poetry Slam.,,,Zweitusigzwölf het er in Winterthur d Schwizermeisterschaft im Poetry Slam gwunna.,,,,,,kultur,
11060,11060,"Neben seiner Begabung und seinem Fleiss, hat ihn die Unterstützung der Eltern soweit gebracht.",,,"Neb sinara Begabig und sinem Fliss, het ihn d Unterstützig vu da Eltera so wiit brocht.",,,,,,kultur,
11061,11061,In der ablaufenden Amtszeit gab besonders die Schliessung von über der Hälfte aller Polizeiposten im Kanton Anlass für Kritik.,,,In dr ablaufenda Amtsziit het bsunders d Schlüssig vu über dr Hälfti vu allna Polizeiposta im Kanton Aalass für Kritik geh.,,,,,,kultur,
11062,11062,Mit dem Börsengang ihres berühmten Erotikunternehmens setzte sie einen letzten Paukenschlag.,,,Mit dem Börsagang vu ihrem berüahmta Erotikunternehma het sie an letschta Paukaschlag gsetzt.,,,,,,kultur,
11063,11063,"Er studierte Musik und Komposition, aber auch Sprachwissenschaft und Philosophie.",,,"Er het Musik und Komposition studiart, aber au Sprochwüssaschaft und Philosophie.",,,,,,kultur,
11064,11064,Bürgermeisterin Hidalgo sprach von einem schrecklichen Brand in der Kathedrale.,,,Bürgermeisterin Hidalgo het vunem schrecklicha Brand in dr Kathedrala gredet.,,,,,,kultur,
11065,11065,"Die Eltern wiederum sehen das eigene Kind als Treiber, das sich die Aktivität wünscht.",,,"D Eltera wiederum gsehn ds eigna Kind als Triber, wo sich d Aktivität wünscht.",,,,,,kultur,
11066,11066,"Sie können auch kleinere Feuer erkennen, bei denen die Flammenfront dreißig Meter lang ist.",,,"Sie könn au klineri Füür erkena, bi wellna d Flammafront drissig Meter lang isch.",,,,,,kultur,
11067,11067,Die Solothurner Literaturtage sind eröffnet Annette König ist von so viel Literatur an einem Ort euphorisiert.,,,D Solothurner Literaturtäg sind eröffnet. D Annette Köig isch vu so viel Literatur anem Ort euphorisiart.,,,,,,kultur,
11068,11068,"Nicht zuletzt, um die Politikerinnen und Politiker zu überzeugen, damit sie Gegensteuer geben.",,,"Nit zletscht, zum d Politikerinna und Politiker z überzüüga, damit sie Gegastüür geben.",,,,,,kultur,
11069,11069,"Teilchenbeschleuniger wie der LHC am CERN galten lange als die mächtigsten Messinstrumente, um den Aufbau der Materie zu untersuchen.",,,"Teilibeschlüniger wia dr LHC am CERN hed lag als dia mächtigsta Messinstrument golta, zum dr Ufbau vu dr Materia z untersuacha.",,,,,,kultur,
11070,11070,Er würde damit ganz bestimmt auch in Jamaika Punkte einfahren.,,,Er wür drmit ganz sicher au in Jamaika Pünkt macha.,,,,,,kultur,
11071,11071,Das imposante Heinrichskreuz war eine wertvolle und symbolträchtige Reliquie.,,,Ds imposanta Heinrichskrüz isch a wertvolli symbolträchtigi Reliquia gsi.,,,,,,kultur,
11072,11072,Auch der Zugang zu Sozialhilfe wurde für verschiedene Migrationsgruppen erschwert.,,,Au dr Zuagang zu Sozialhilf isch für verschiedi Migratiosgruppa erschwert gsi.,,,,,,kultur,
11073,11073,Ursula AmreinUrsula Amrein ist Professorin für Neuere deutsche Literaturwissenschaft an der Universität Zürich.,,,D Ursula Amrein isch Professorin für Neueri dütschi Literaturwüssaschaft a der Universität Züri.,,,,,,kultur,
11074,11074,"Ein Anruf, ein Auftrag Heute ist Walter Hunziker einundneunzig Jahre alt.",,,"An Aruaf, an Uftrag. Hüt isch dr Walter Hunziker einanünzig Johr alt.",,,,,,kultur,
11075,11075,"Die wichtigsten Bereiche sind Soziales und Gesundheit, Bildung und Forschung und Kultur.",,,"Dia wichtigsta Berich sind Sozials und Gsundheit, Bildig und Forschig und Kultur.",,,,,,kultur,
11076,11076,Besonders in Regionen an den Sprachgrenzen hat der schulische Austausch schon seit längerem Tradition.,,,Bsunders in Regiona an da Sprochgrenza het dr schualischi Ustuusch scho siit längerem Tradition.,,,,,,kultur,
11077,11077,"Denn seit Santi im Kampf gegen das Verbrechen umgekommen ist, erzählt Yvonne dem Kleinen jeden Abend von den Heldentaten des Vaters.",,,"Will siit dr Santi im Kapf geg ds Verbrecha umkoh isch, verzellt d Yvonne am Klina jeda obig vu da Heldatata vu ihrem Vater.",,,,,,kultur,
11078,11078,"Keinen Alkohol zuhause Er musste lernen, nicht nur auf sich selbst zu achten, sondern auch auf alles, was ihn umgibt, sagt Walter.",,,"Kei Alkohol dahei. Er het lerna müassa, nit nur uf sich selber z luaga, sondern au uf alles, was ihn umgit, seit dr Walter.",,,,,,kultur,
11079,11079,Eine rasche Reaktion in Krisenfällen liegt nicht in der politischen DNA der Schweiz.,,,A raschi Reaktio in Krisafäll liggt nit in dr politischa DNA vu dr Schwiz.,,,,,,kultur,
11080,11080,"Spricht eine Band zu offensichtlich gegen die Ideale der Partei, wird rasch die Zensur aktiv und schränkt sie ein, verbietet sie.",,,"Redet a Band zu offasichtlich geg d Ideal vu dr Partei, wird rasch d Zensur aktiv und schränkt sie ii, verbütet sie.",,,,,,kultur,
11081,11081,"Ich denke, die Schweiz bildet grundsätzlich zu wenige Ärztinnen und Ärzte aus.",,,"I denka, d Schwiz bilder grundsätzlich zu weig Ärztinna und Ärzt uus.",,,,,,kultur,
11082,11082,Doch die Mitglieder des Parlamentsausschusses wollten diese erst noch zur Diskussion stellen.,,,Aber d Mitglieder vum Parlamentsuusschuss hend sie erst no zur Diskussion stella wella.,,,,,,kultur,
11083,11083,Der New Yorker ist beeindruckt von Gens Skizzen und nimmt ihn unter seine Fittiche.,,,Dr New Yorker isch beidruckt vu Gens sinara Skizza und nimmt ihn unter sini Fittich.,,,,,,kultur,
11084,11084,Mit dem Einzug des Sommers und pünktlich zur Ferienzeit suchen deshalb viele Menschen praktische Alternativen zum Fliegen.,,,Mitem Iizug vum Summer und pünktlich zur Feriaziit suachen drum vieli Menscha praktischi Alternativa zum Flüga.,,,,,,kultur,
11085,11085,"In der ehemaligen Kaserne in Losone sind während des Festivals keine Rekruten untergebracht, sondern junge Künstlerinnen und Künstler.",,,"In dr ehemoliga Kaserna in Losone sind während am Festival kei Rekruta unterbrocht, sodern jungi Künstlerinna und Künstler.",,,,,,kultur,
11086,11086,"Die Bundespräsidentin ergänzte, dass auch der Klimawandel Gesprächsthema sein werde.",,,"D Bundespräsidentin het ergänzt, dass au dr Klimawandel Gspröchsthema sii werdi.",,,,,,kultur,
11087,11087,Die Lia Rumantscha Gegründet wurde die Lia Rumantscha am sechsundzwanzigsten.,,,D Lia Rumantscha isch am sechsazwanzigsta gründet worda.,,,,,,kultur,
11088,11088,"Denn mit seiner künstlerischen Arbeit hat er weit über die Schweiz hinaus Impulse gegeben, die bis heute nachwirken.",,,"Will mit sinara künstlerischa Arbet het er wiit über d Schwiz ussa Impuls geh, wo bis hüt nochwürken.",,,,,,kultur,
11089,11089,Die Schweiz und der Mauerfall ist nicht bloss eine spannende und unterhaltsame Geschichte von früher.,,,D Schwiz und dr Muurfall isch nit numa a spannendi und unterhaltsami Gschicht vu früahner.,,,,,,kultur,
11090,11090,"Rund vierhundert Feuerwehrleute versuchen, den Brand einzudämmen.",,,"Rund vierhundert Füürwehrlüüt probiaren, dr Brand iizdämma.",,,,,,kultur,
11091,11091,"Ihr Ansporn ist es in so gelagerten Fällen, die eingesetzten Preisberechnungsmodelle mit ihren Modellen und Algorithmen zu schlagen.",,,"Ihra Asporn isch es in so glagereta Fäll, dia iigsetzta Priisberechnigsmodell mit ihrna Modell und Algorithma z schloh.",,,,,,kultur,
11092,11092,"Für sein ungekünsteltes Interesse an allem, ob an fremden Kulturen, japanischer Poesie oder seinem jeweiligen Gegenüber.",,,"Für sis unkünstleta Interessa an allem, ob an fremda kultura, japanischer Poesie oder sinem jewiliga Geganüber.",,,,,,kultur,
11093,11093,"Ich glaube, es gibt immer noch viele Leute, die nicht nachvollziehen können, dass man weniger Fliegen möchte.",,,"I glauba, es git immerno viel Lüüt, wo nit nohvollzücha könn, dass ma weniger Flüga möcht.",,,,,,kultur,
11094,11094,Glaube und Religion werden in vielen Kulturen in der Öffentlichkeit gelebt.,,,Glauba und Religion werden in viela Kultura in dr Öffentlichkeit glebt.,,,,,,kultur,
11095,11095,Die Schweizer Regierung indes sieht keine dunklen Wolken am Wirtschaftshimmel aufkommen.,,,D Schwizer Regiarig gseht kei dunkli Wolka am Wirtschaftshimmel ufkoh.,,,,,,kultur,
11096,11096,Mit mehr Investitionen könnte sich der Aargau besser im Wettbewerb der Kantone positionieren.,,,Mit meh Investitiona könnti sich dr Aargau besser im Wettbewerb vu da Kantön positioniara.,,,,,,kultur,
11097,11097,Aus diesen Gründen haben wir die Situation wie sie sich jetzt präsentiert.,,,Us dena Gründ hemmer d Situation wia sie sich jetzt präsentiart.,,,,,,kultur,
11098,11098,"Rumpelstilz auf Erfolgskurs Paris und die Côte d’Azur, das waren Sehnsuchtsorte für viele Jungen aus der engen, braven Schweiz.",,,"Dr Rumpelstilz uf Erfolgskurs. Paris und d Côte d'Azur, das sind Sehnsuchtsort für vieli Junga us dr enga, brava Schwiz gsi.",,,,,,kultur,
11099,11099,Um siebzehn Uhr dreißig informiert Simonetta Sommaruga an einer Medienkonferenz über das Treffen.,,,Am halbi sechsi informiart d Simonetta Sommaruga anara Mediakoferenz über ds Treffa.,,,,,,kultur,
11100,11100,Trotz eines Defizits von zweihunderttausend Franken bei der ersten Ausgabe wagten sich die Organisatoren an eine Neuauflage.,,,Trotz nem Defizit vu zweihunderttuusig Franka bi dr ersta Usgab hend sich d Organisatora an a Neuuflag gwogt.,,,,,,kultur,
11101,11101,"Damian Müller, der auf der gemeinsamen Liste kandidierte, ist bereits gewählt.",,,"Dr Damian Müller, wo uf dr gmeinsama Lista kandidiart het, isch schu gwählt.",,,,,,kultur,
11102,11102,"Ein persönlicher und selbstironischer Film, der raffiniert und anrührend ist, aber ein Spiel bleibt.",,,"An persönlicha und selbstironischa Film, wo raffiniart und arüahrend isch, aber as Spiel blibt.",,,,,,kultur,
11103,11103,"Wichtig ist aber meines Erachtens vor allem, dass man sich auf etwas festlegt und nicht einmal hier und einmal dort spendet.",,,"Wichtig isch aber mines Erachtens vor allem, dass ma sich uf öpis festleit und nit mol do mol döt spendet.",,,,,,kultur,
11104,11104,"Wenn industrieller Massenmord und ethnische Säuberungen ständig präsent sind, kann man keinen Alltag leben.",,,"Wenn industrielli Massamord und ethnischi süberiga städnig präsent sind, kamma kei Alltag leba.",,,,,,kultur,
11105,11105,"Der Kampf gegen das Feuer sei aber noch nicht vollständig gewonnen, sagte er weiter.",,,"Dr Kampf geg ds Füür sig aber no nit vollständig gwunna, het er no gseit.",,,,,,kultur,
11106,11106,"Es entsteht da allmählich das Bewusstsein, dass man besser lebt, wenn man an der Welt der anderen mitwirkt.",,,"Es entstoht do allmählich z Bewusstsii, dass ma besser lebt, wemma an dr Welt vu da andera mitwirkt.",,,,,,kultur,
11107,11107,Bislang wurden gemäss Angaben des Bundesamtes für Strassen gut dreißig Millionen Franken abgerechnet.,,,Bisland sind gemäss Agaba vum Bundesamt für Strossa guat drissig Milliona Franka abgrechnet.,,,,,,kultur,
11108,11108,Hätten Sie sich früher oder später auch in der Türkei zur Homosexualität bekannt?,,,Hätten Sie sich früahner oder spöter au in dr Türkei zur Homosexualität bekennt?,,,,,,kultur,
11109,11109,Sie setzt sich insbesondere bei Bildungsthemen ein und kämpft für einen Durchgangsbahnhof in Luzern.,,,Sie setzt sich bsundrigs bi Bildigsthema ii und kämpft für a Durchgangsbahnhof in Luzern.,,,,,,kultur,
11110,11110,"Er kennt die Bar dreckig und sauber, nüchtern und betrunken, morgens und abends, als Gast und als Mitarbeiter.",,,"Er kennt d Bar dreckig und suber, nüachter und betrunka, am morga und am obig, als Gast und als Mitarbeiter.",,,,,,kultur,
11111,11111,Alfred Bauer soll eine wichtige Rolle in der Reichsfilmintendanz von Propagandaminister Goebbels gespielt haben.,,,Dr Alfred Bauer söll a wichtigi Rolla in dr Reichsfilmintendanz vum Propagandaminister Goebbels gspielt haa.,,,,,,kultur,
11112,11112,"Nun podcastet Viktor Giacobbo also auch und spricht mit Gästen wie Hazel Brugger, Martin Suter oder Flavia Kleiner.",,,"Jetzt podcastet dr Viktro Giacobbo au und redet mit Gäst wia dr Hazel Brugger, am Martin Suter oder dr Flavia Kleiner.",,,,,,kultur,
11113,11113,"Wenn die Industrie schon im Aufbau ist, wie sollen da noch neue Forschungsergebnisse einfliessen?",,,"Wenn d Industire schu im Ufbau isch, wia söllen do no neui Forschigsergebnis iiflüssa?",,,,,,kultur,
11114,11114,"Er dokumentiert die Sprache der Penan, bringt ihre Lieder und Lebensweisen zu Papier.",,,"Er dokumentiart d Sproch vur Penan, bringt ihri Liader und Lebenswiisa zu Papier.",,,,,,kultur,
11115,11115,"Und dann gibt es die Besonderheit, dass die Krankenversicherung ein schlechteres Standing hat als in anderen Ländern.",,,"Und denn gits d Bsunderheit, dass d Krankaversicherig as schlechteres Standing het als in andera Länder.",,,,,,kultur,
11116,11116,"Die Gewalt ist einer der Gründe, weshalb viele Menschen ihre Heimat in Richtung Norden verlassen.",,,"D Gwalt isch eina vu da Gründ, warum vieli Menscha ihri Heimat in Richtig Norda verlöhn.",,,,,,kultur,
11117,11117,Wir werden noch mehr als bisher in die Ausbildung und Förderung des Nachwuchses investieren.,,,Miar werden no meh als bisher in d Usbildig und Förderig vum Nochwuchs investiara.,,,,,,kultur,
11118,11118,Dennoch hat er sich mit den beiden auch heute noch wichtigen Figuren intensiv beschäftigt.,,,Glich het er sich mit da beidna au hüt no wichtiga Figura intensiv beschäftigt.,,,,,,kultur,
11119,11119,"Würde der ganze Amazonaswald abbrennen, entstünden etwa neunzig Milliarden Tonnen CO zwei .",,,"Wür dr ganzi Amazonaswald abbrenna, würen öpa ünzig milliarda Tonna CO zwei entstoh.",,,,,,kultur,
11120,11120,"Ein besseres vielleicht als in der Schweiz, mit einer kranken Mutter, die von der Sozialhilfe lebt.",,,"As besseres viellicht als in dr Schwiz, mit nera Kranka Muatter, wo vour Sozialhilf lebt.",,,,,,kultur,
